source:Oryza_pangenes/oryzasativa_plus_oryza_nivara_oryza_sativa_algEnsemblCompara_chrpos_WGA75	oryza_sativa	oryza_indica	oryza_nivara	
Os12t0143800-01.faa	1	1	1	
Os12t0143900-01.faa	1	1	1	
Os12t0143950-00.faa	1	0	0	
Os12t0144000-00.faa	1	1	1	
Os12t0144200-00.faa	1	0	0	
Os12t0144401-00.faa	1	0	0	
Os12t0144600-01.faa	1	1	1	
Os12t0144700-01.faa	1	0	0	
Os12t0145100-01.faa	1	1	1	
Os12t0145150-00.faa	1	0	0	
Os12t0145200-01.faa	1	1	1	
ONIVA12G02380.1.faa	0	0	1	
Os12t0145400-01.faa	1	1	1	
Os12t0145500-01.faa	1	1	1	
BGIOSGA036986-PA.faa	0	1	0	
Os12t0145566-01.faa	1	0	0	
Os12t0145632-00.faa	1	0	0	
Os12t0145700-01.faa	1	1	1	
Os12t0145900-01.faa	1	1	1	
ONIVA12G02440.1.faa	0	0	1	
BGIOSGA036638-PA.faa	0	1	1	
Os12t0145916-00.faa	1	0	0	
Os12t0146000-00.faa	1	1	0	
BGIOSGA036638-PA.faa	0	1	1	
Os12t0146400-01.faa	1	0	0	
Os12t0146500-01.faa	1	1	1	
BGIOSGA036636-PA.faa	0	1	1	
BGIOSGA036636-PA.faa	0	1	1	
Os12t0146625-00.faa	1	0	0	
Os12t0147000-00.faa	1	0	1	
Os12t0147200-01.faa	1	1	1	
BGIOSGA036635-PA.faa	0	1	1	
BGIOSGA036635-PA.faa	0	1	1	
Os12t0147300-00.faa	1	0	0	
Os12t0147500-01.faa	1	1	1	
Os12t0147800-01.faa	1	1	1	
BGIOSGA036991-PA.faa	0	1	1	
BGIOSGA036991-PA.faa	0	1	1	
Os12t0148400-01.faa	1	1	1	
ONIVA12G02550.1.faa	0	0	1	
BGIOSGA036992-PA.faa	0	1	0	
Os12t0148600-01.faa	1	0	0	
Os12t0148700-01.faa	1	1	1	
ONIVA12G02570.1.faa	0	0	1	
ONIVA12G02580.1.faa	0	0	1	
ONIVA12G02590.1.faa	0	0	1	
BGIOSGA036993-PA.faa	0	1	0	
Os12t0149000-01.faa	1	1	1	
BGIOSGA036632-PA.faa	0	1	1	
BGIOSGA036632-PA.faa	0	1	1	
Os12t0149100-01.faa	1	0	0	
Os12t0149300-01.faa	1	1	1	
Os12t0149700-01.faa	1	1	1	
Os12t0149750-00.faa	1	0	0	
Os12t0149800-01.faa	1	1	1	
Os12t0149900-01.faa	1	1	0	
Os12t0150100-01.faa	1	1	1	
Os12t0150200-01.faa	1	1	1	
BGIOSGA036997-PA.faa	0	1	0	
Os12t0150500-00.faa	1	0	0	
Os12t0150700-00.faa	1	1	1	
BGIOSGA036626-PA.faa	0	1	0	
Os12t0150901-00.faa	1	0	1	
Os12t0151000-01.faa	1	1	1	
Os12t0151500-01.faa	1	1	1	
Os12t0151600-00.faa	1	1	1	
Os12t0151750-00.faa	1	1	1	
Os12t0151900-01.faa	1	0	1	
Os12t0152000-00.faa	1	1	1	
Os12t0152100-01.faa	1	1	1	
BGIOSGA036624-PA.faa	0	1	1	
BGIOSGA036624-PA.faa	0	1	1	
BGIOSGA037003-PA.faa	0	1	1	
BGIOSGA037004-PA.faa	0	1	1	
Os12t0152200-00.faa	1	0	0	
Os12t0152500-00.faa	1	1	1	
Os12t0152600-01.faa	1	1	1	
Os12t0152700-01.faa	1	1	1	
ONIVA12G02800.1.faa	0	0	1	
BGIOSGA036618-PA.faa	0	1	0	
Os12t0152750-00.faa	1	0	0	
Os12t0152800-01.faa	1	1	1	
Os12t0152900-01.faa	1	1	1	
Os12t0153200-01.faa	1	1	1	
BGIOSGA037003-PA.faa	0	1	1	
BGIOSGA037004-PA.faa	0	1	1	
Os12t0153400-00.faa	1	0	0	
Os12t0153433-00.faa	1	0	0	
Os12t0153500-01.faa	1	1	1	
ONIVA12G02930.1.faa	0	0	1	
Os12t0153600-00.faa	1	1	1	
Os12t0153700-00.faa	1	1	1	
ONIVA12G02850.1.faa	0	0	1	
BGIOSGA037007-PA.faa	0	1	0	
Os12t0153900-00.faa	1	1	1	
ONIVA12G02870.1.faa	0	0	1	
Os12t0154000-01.faa	1	1	0	
BGIOSGA036621-PA.faa	0	1	0	
Os12t0154400-00.faa	1	1	1	
Os12t0154600-02.faa	1	1	1	
Os12t0154700-01.faa	1	1	0	
Os12t0154800-01.faa	1	1	1	
Os12t0154900-00.faa	1	1	0	
Os12t0155000-01.faa	1	1	0	
Os12t0155100-01.faa	1	1	1	
BGIOSGA036605-PA.faa	0	1	1	
ONIVA12G02980.1.faa	0	0	1	
BGIOSGA036605-PA.faa	0	1	1	
Os12t0155200-01.faa	1	0	0	
Os12t0155250-00.faa	1	0	0	
Os12t0155300-01.faa	1	1	1	
BGIOSGA036604-PA.faa	0	1	1	
ONIVA12G03010.1.faa	0	0	1	
BGIOSGA036603-PA.faa	0	1	1	
ONIVA12G03030.1.faa	0	0	1	
BGIOSGA036602-PA.faa	0	1	1	
BGIOSGA036604-PA.faa	0	1	1	
BGIOSGA037017-PA.faa	0	1	0	
BGIOSGA036603-PA.faa	0	1	1	
BGIOSGA036602-PA.faa	0	1	1	
Os12t0155400-00.faa	1	0	0	
Os12t0156000-00.faa	1	1	1	
Os12t0156100-01.faa	1	1	1	
BGIOSGA037021-PA.faa	0	1	1	
BGIOSGA037020-PA.faa	0	1	0	
BGIOSGA037021-PA.faa	0	1	1	
Os12t0156200-00.faa	1	0	0	
Os12t0156400-01.faa	1	1	1	
Os12t0156500-00.faa	1	1	1	
BGIOSGA036600-PA.faa	0	1	1	
BGIOSGA036600-PA.faa	0	1	1	
Os12t0156866-00.faa	1	1	1	
Os12t0156883-00.faa	1	0	0	
Os12t0156900-00.faa	1	1	1	
Os12t0157000-01.faa	1	1	1	
BGIOSGA037025-PA.faa	0	1	0	
Os12t0157066-00.faa	1	0	0	
Os12t0157200-01.faa	1	1	1	
ONIVA12G03150.1.faa	0	0	1	
BGIOSGA037026-PA.faa	0	1	1	
BGIOSGA037026-PA.faa	0	1	1	
Os12t0157400-00.faa	1	0	0	
Os12t0157700-00.faa	1	1	1	
Os12t0158300-01.faa	1	1	1	
Os12t0158400-00.faa	1	1	1	
ONIVA12G03200.1.faa	0	0	1	
Os12t0158600-00.faa	1	1	1	
Os12t0158700-01.faa	1	1	1	
Os12t0158800-01.faa	1	1	1	
Os12t0158900-00.faa	1	1	0	
Os12t0159000-01.faa	1	1	1	
ONIVA12G03250.1.faa	0	0	1	
ONIVA12G03260.1.faa	0	0	1	
ONIVA12G03270.1.faa	0	0	1	
Os12t0159100-01.faa	1	0	0	
Os12t0159500-01.faa	1	1	0	
BGIOSGA037031-PA.faa	0	1	0	
Os12t0159600-01.faa	1	1	0	
Os12t0159700-00.faa	1	1	1	
Os12t0160100-01.faa	1	1	1	
Os12t0160200-00.faa	1	1	1	
BGIOSGA037033-PA.faa	0	1	1	
BGIOSGA037033-PA.faa	0	1	1	
Os12t0160300-01.faa	1	0	0	
Os12t0160400-01.faa	1	1	1	
Os12t0160500-02.faa	1	2	1	
ONIVA12G03340.1.faa	0	0	1	
BGIOSGA036587-PA.faa	0	1	0	
BGIOSGA036586-PA.faa	0	1	0	
BGIOSGA037035-PA.faa	0	1	0	
Os12t0160650-00.faa	1	0	0	
Os12t0160900-01.faa	1	0	0	
Os12t0161100-00.faa	1	0	1	
Os12t0161350-00.faa	1	0	0	
Os12t0161500-01.faa	1	1	1	
BGIOSGA036584-PA.faa	0	1	1	
BGIOSGA036584-PA.faa	0	1	1	
Os12t0161700-01.faa	1	1	1	
ONIVA12G03400.1.faa	0	0	1	
Os12t0161900-01.faa	1	1	1	
Os12t0162100-02.faa	1	1	1	
BGIOSGA037036-PA.faa	0	1	1	
BGIOSGA037036-PA.faa	0	1	1	
Os12t0162400-01.faa	1	1	1	
Os12t0162450-00.faa	1	0	0	
Os12t0162500-01.faa	1	1	1	
Os12t0162700-00.faa	1	1	1	
BGIOSGA037039-PA.faa	0	1	0	
Os12t0162800-01.faa	1	1	1	
Os12t0162900-01.faa	1	1	1	
Os12t0163000-00.faa	2	1	1	
BGIOSGA037042-PA.faa	0	1	1	
BGIOSGA037041-PA.faa	0	1	0	
BGIOSGA037042-PA.faa	0	1	1	
Os12t0163050-00.faa	1	0	0	
Os12t0163200-01.faa	1	1	1	
Os12t0163300-01.faa	1	1	1	
Os12t0163400-01.faa	1	1	1	
Os12t0163500-01.faa	1	1	1	
Os12t0163600-01.faa	1	1	1	
Os12t0163700-01.faa	1	1	1	
Os12t0163750-00.faa	1	0	0	
Os12t0163800-01.faa	1	1	1	
BGIOSGA036571-PA.faa	0	1	0	
Os12t0164300-01.faa	1	1	1	
ONIVA12G03590.1.faa	0	0	1	
ONIVA12G03600.1.faa	0	0	1	
BGIOSGA037045-PA.faa	0	1	0	
BGIOSGA037046-PA.faa	0	1	0	
BGIOSGA037047-PA.faa	0	1	0	
BGIOSGA037048-PA.faa	0	1	0	
Os12t0164450-01.faa	1	0	0	
Os12t0164600-00.faa	1	1	1	
BGIOSGA036570-PA.faa	0	1	1	
BGIOSGA036569-PA.faa	0	1	1	
BGIOSGA036570-PA.faa	0	1	1	
BGIOSGA036569-PA.faa	0	1	1	
Os12t0164800-01.faa	1	0	0	
Os12t0165000-01.faa	1	1	1	
Os12t0165200-01.faa	1	1	1	
BGIOSGA037050-PA.faa	0	1	0	
Os12t0165300-01.faa	1	0	0	
Os12t0165400-00.faa	1	1	1	
Os12t0165600-01.faa	1	1	1	
Os12t0165700-01.faa	1	1	1	
Os12t0166100-01.faa	1	0	0	
Os12t0165900-01.faa	1	1	0	
Os12t0166000-00.faa	1	1	1	
BGIOSGA036564-PA.faa	0	1	0	
Os12t0166300-00.faa	1	1	1	
Os12t0166500-01.faa	1	1	1	
ONIVA12G03720.1.faa	0	0	1	
BGIOSGA037055-PA.faa	0	1	1	
ONIVA12G03740.1.faa	0	0	1	
ONIVA12G03750.1.faa	0	0	1	
BGIOSGA003140-PA.faa	0	1	1	
BGIOSGA003139-PA.faa	0	1	1	
ONIVA12G03780.1.faa	0	0	1	
BGIOSGA037055-PA.faa	0	1	1	
BGIOSGA036562-PA.faa	0	1	0	
Os12t0166600-00.faa	1	0	0	
Os12t0166700-01.faa	1	0	0	
Os12t0167700-01.faa	1	0	0	
Os12t0167900-01.faa	1	1	1	
Os12t0168000-01.faa	1	1	1	
BGIOSGA036561-PA.faa	0	1	0	
Os12t0168100-01.faa	1	0	1	
Os12t0168150-00.faa	1	0	0	
Os12t0168200-01.faa	1	1	1	
Os12t0168400-01.faa	1	1	1	
ONIVA12G03840.1.faa	0	0	1	
BGIOSGA036559-PA.faa	0	1	0	
BGIOSGA036558-PA.faa	0	1	0	
Os12t0168700-01.faa	1	1	1	
BGIOSGA037060-PA.faa	0	1	0	
Os12t0168800-01.faa	1	0	1	
Os12t0168900-01.faa	1	1	1	
Os12t0169000-00.faa	1	1	1	
Os12t0169100-01.faa	1	1	1	
Os12t0169200-00.faa	1	0	0	
Os12t0169300-00.faa	2	0	1	
Os12t0169400-01.faa	1	1	1	
ONIVA12G03910.1.faa	0	0	1	
BGIOSGA037062-PA.faa	0	1	1	
BGIOSGA037061-PA.faa	0	1	0	
BGIOSGA037062-PA.faa	0	1	1	
Os12t0169600-01.faa	1	0	0	
Os12t0169700-01.faa	1	1	1	
Os12t0169800-00.faa	1	1	1	
BGIOSGA037064-PA.faa	0	1	0	
Os12t0169950-00.faa	1	0	0	
Os12t0170100-01.faa	1	1	1	
Os12t0170300-01.faa	1	1	1	
Os12t0170400-01.faa	1	1	1	
Os12t0170500-01.faa	1	0	0	
Os12t0170600-01.faa	1	1	1	
Os12t0170700-01.faa	1	1	1	
Os12t0170800-01.faa	1	1	1	
ONIVA12G04010.1.faa	0	0	1	
BGIOSGA037069-PA.faa	0	1	0	
Os12t0171200-01.faa	1	1	1	
BGIOSGA036550-PA.faa	0	1	1	
BGIOSGA036550-PA.faa	0	1	1	
BGIOSGA037071-PA.faa	0	1	0	
Os12t0171500-01.faa	1	0	0	
Os12t0171600-01.faa	1	0	1	
BGIOSGA037074-PA.faa	0	1	1	
ONIVA12G04060.1.faa	0	0	1	
Os12t0171700-01.faa	1	1	0	
BGIOSGA037073-PA.faa	0	1	0	
BGIOSGA037074-PA.faa	0	1	1	
BGIOSGA036549-PA.faa	0	1	0	
BGIOSGA037075-PA.faa	0	1	0	
Os12t0171801-01.faa	1	0	0	
Os12t0171900-01.faa	1	0	0	
Os12t0172150-00.faa	1	0	0	
Os12t0172400-00.faa	1	1	1	
Os12t0172500-01.faa	1	1	1	
BGIOSGA036547-PA.faa	0	1	0	
BGIOSGA036546-PA.faa	0	1	0	
BGIOSGA037077-PA.faa	0	1	0	
Os12t0173125-01.faa	1	0	0	
Os12t0173300-00.faa	1	0	1	
Os12t0173366-01.faa	1	1	1	
Os12t0173388-00.faa	1	0	1	
Os12t0173400-01.faa	1	1	1	
ONIVA12G04130.1.faa	0	0	1	
BGIOSGA037079-PA.faa	0	1	0	
Os12t0174000-01.faa	1	0	0	
Os12t0174100-01.faa	1	1	1	
Os12t0174200-01.faa	1	1	1	
BGIOSGA036543-PA.faa	0	1	1	
BGIOSGA036543-PA.faa	0	1	1	
Os12t0174300-00.faa	1	1	1	
BGIOSGA037082-PA.faa	0	1	1	
BGIOSGA037082-PA.faa	0	1	1	
Os12t0174700-00.faa	1	1	1	
Os12t0174800-02.faa	1	1	1	
BGIOSGA037084-PA.faa	0	1	1	
BGIOSGA036541-PA.faa	0	1	1	
BGIOSGA037085-PA.faa	0	1	1	
BGIOSGA037084-PA.faa	0	1	1	
BGIOSGA036541-PA.faa	0	1	1	
BGIOSGA037085-PA.faa	0	1	1	
Os12t0175400-01.faa	1	0	0	
Os12t0175500-01.faa	1	1	1	
Os12t0175600-00.faa	1	1	0	
Os12t0175700-01.faa	1	1	1	
Os12t0175800-01.faa	1	0	0	
Os12t0175900-00.faa	1	1	1	
BGIOSGA036538-PA.faa	0	1	0	
Os12t0176100-00.faa	1	0	0	
Os12t0176200-01.faa	1	1	1	
Os12t0176300-01.faa	1	1	0	
Os12t0176500-01.faa	1	1	1	
Os12t0176700-00.faa	1	1	1	
Os12t0176800-01.faa	1	1	1	
Os12t0177200-01.faa	1	0	0	
Os12t0177500-01.faa	1	1	1	
BGIOSGA036535-PA.faa	0	1	1	
BGIOSGA037092-PA.faa	0	1	1	
BGIOSGA036535-PA.faa	0	1	1	
BGIOSGA037092-PA.faa	0	1	1	
Os12t0177800-01.faa	1	0	0	
Os12t0177900-00.faa	1	0	0	
Os12t0178000-01.faa	1	1	1	
Os12t0178100-01.faa	1	1	0	
Os12t0178200-01.faa	1	1	1	
BGIOSGA037094-PA.faa	0	1	1	
BGIOSGA037094-PA.faa	0	1	1	
Os12t0178250-00.faa	1	0	0	
Os12t0178300-00.faa	1	0	0	
Os12t0178500-00.faa	1	1	1	
ONIVA12G04380.1.faa	0	0	1	
ONIVA12G04390.1.faa	0	0	1	
Os12t0178600-00.faa	1	0	0	
Os12t0178633-00.faa	1	1	1	
ONIVA12G04410.2.faa	0	0	1	
ONIVA12G04420.1.faa	0	0	1	
BGIOSGA036531-PA.faa	0	1	0	
BGIOSGA036530-PA.faa	0	1	0	
Os12t0178700-01.faa	1	1	0	
BGIOSGA036528-PA.faa	0	1	0	
BGIOSGA036527-PA.faa	0	1	0	
Os12t0178800-01.faa	1	0	0	
Os12t0179100-01.faa	1	0	0	
Os12t0179700-02.faa	1	1	1	
Os12t0179800-01.faa	1	1	1	
BGIOSGA037097-PA.faa	0	1	0	
BGIOSGA036525-PA.faa	0	1	0	
BGIOSGA037098-PA.faa	0	1	0	
BGIOSGA036524-PA.faa	0	1	0	
Os12t0180100-01.faa	1	0	1	
Os12t0180250-00.faa	1	0	0	
Os12t0180400-01.faa	1	0	1	
Os12t0180500-00.faa	1	1	1	
Os12t0180600-00.faa	1	1	1	
ONIVA12G04530.1.faa	0	0	1	
BGIOSGA036522-PA.faa	0	1	0	
Os12t0180800-00.faa	1	0	1	
Os12t0180900-01.faa	1	1	1	
BGIOSGA036521-PA.faa	0	1	1	
ONIVA12G04580.1.faa	0	0	1	
ONIVA12G04590.1.faa	0	0	1	
BGIOSGA036521-PA.faa	0	1	1	
BGIOSGA036520-PA.faa	0	1	0	
Os12t0181200-00.faa	1	1	0	
Os12t0181300-00.faa	1	2	1	
ONIVA12G04460.1.faa	0	0	1	
ONIVA12G04470.1.faa	0	0	1	
Os12t0181500-01.faa	1	1	1	
BGIOSGA036516-PA.faa	0	1	0	
BGIOSGA036515-PA.faa	0	1	0	
Os12t0181533-00.faa	1	0	0	
Os12t0181600-01.faa	1	0	0	
Os12t0181701-00.faa	1	0	0	
Os12t0181900-01.faa	1	1	1	
Os12t0182000-00.faa	1	1	1	
Os12t0182100-00.faa	1	1	0	
Os12t0182200-01.faa	1	1	1	
Os12t0182300-01.faa	1	1	1	
Os12t0182333-00.faa	1	0	0	
Os12t0182366-00.faa	1	0	0	
Os12t0182500-01.faa	1	1	1	
Os12t0182600-01.faa	1	1	1	
Os12t0182700-01.faa	1	1	1	
Os12t0182800-01.faa	1	1	1	
BGIOSGA036509-PA.faa	0	1	1	
BGIOSGA037106-PA.faa	0	1	1	
Os12t0182900-00.faa	1	0	0	
Os12t0183100-01.faa	1	1	1	
Os12t0183200-00.faa	1	1	0	
Os12t0183300-01.faa	1	1	1	
Os12t0183450-00.faa	1	1	0	
BGIOSGA037108-PA.faa	0	1	1	
Os12t0184033-00.faa	1	1	1	
Os12t0184167-01.faa	1	0	0	
Os12t0184300-00.faa	1	0	1	
Os12t0185900-01.faa	1	0	0	
Os12t0186600-03.faa	1	0	0	
Os12t0187500-00.faa	1	0	1	
ONIVA12G04610.1.faa	0	0	1	
Os12t0187800-00.faa	1	1	1	
ONIVA12G04630.1.faa	0	0	1	
Os12t0188500-01.faa	1	1	1	
Os12t0188566-01.faa	1	0	1	
Os12t0188700-02.faa	1	1	1	
BGIOSGA037110-PA.faa	0	1	0	
Os12t0188900-01.faa	1	1	1	
ONIVA12G04680.1.faa	0	0	1	
Os12t0189100-00.faa	1	0	0	
Os12t0189300-01.faa	1	1	1	
Os12t0189400-01.faa	1	1	1	
Os12t0189500-00.faa	1	1	1	
BGIOSGA037114-PA.faa	0	1	0	
Os12t0189700-01.faa	1	0	1	
Os12t0189900-01.faa	1	1	1	
Os12t0190000-01.faa	1	1	1	
Os12t0190100-01.faa	1	1	1	
Os12t0190200-01.faa	1	1	1	
ONIVA12G04770.1.faa	0	0	1	
Os12t0190400-00.faa	1	1	1	
BGIOSGA037117-PA.faa	0	1	1	
BGIOSGA036498-PA.faa	0	1	0	
BGIOSGA037117-PA.faa	0	1	1	
Os12t0190875-00.faa	1	0	0	
Os12t0191150-01.faa	1	0	0	
Os12t0191200-01.faa	1	1	1	
Os12t0191300-00.faa	1	1	1	
Os12t0191400-00.faa	1	0	0	
Os12t0191500-01.faa	1	1	0	
Os12t0191601-00.faa	1	1	1	
ONIVA12G04840.1.faa	0	0	1	
BGIOSGA036493-PA.faa	0	1	1	
BGIOSGA037122-PA.faa	0	1	1	
BGIOSGA037119-PA.faa	0	1	0	
Os12t0191901-00.faa	1	0	0	
Os12t0192300-00.faa	1	1	1	
Os12t0192500-02.faa	1	1	1	
BGIOSGA037121-PA.faa	0	1	1	
BGIOSGA036493-PA.faa	0	1	1	
BGIOSGA037122-PA.faa	0	1	1	
Os12t0193000-00.faa	1	1	1	
BGIOSGA036492-PA.faa	0	1	1	
BGIOSGA036492-PA.faa	0	1	1	
Os12t0193100-03.faa	1	1	1	
Os12t0193200-01.faa	1	1	1	
BGIOSGA036489-PA.faa	0	1	1	
BGIOSGA036488-PA.faa	0	1	1	
BGIOSGA037124-PA.faa	0	1	1	
BGIOSGA037125-PA.faa	0	1	0	
Os12t0193800-01.faa	1	0	0	
Os12t0194100-01.faa	1	1	1	
BGIOSGA036486-PA.faa	0	1	1	
Os12t0194266-00.faa	1	0	0	
Os12t0194600-01.faa	1	1	1	
Os12t0194700-01.faa	1	1	1	
Os12t0194800-01.faa	1	1	1	
Os12t0194900-01.faa	1	1	1	
ONIVA12G05030.1.faa	0	0	1	
ONIVA12G05040.1.faa	0	0	1	
ONIVA12G05050.1.faa	0	0	1	
Os12t0194950-00.faa	1	0	0	
Os12t0195100-00.faa	1	1	1	
ONIVA12G05070.1.faa	0	0	1	
ONIVA12G05080.1.faa	0	0	1	
ONIVA12G05090.1.faa	0	0	1	
ONIVA12G05100.1.faa	0	0	1	
ONIVA12G05110.1.faa	0	0	1	
ONIVA12G05120.1.faa	0	0	1	
ONIVA12G05130.1.faa	0	0	1	
BGIOSGA036478-PA.faa	0	1	1	
BGIOSGA036483-PA.faa	0	1	0	
BGIOSGA036482-PA.faa	0	1	0	
BGIOSGA037129-PA.faa	0	1	0	
BGIOSGA036481-PA.faa	0	1	0	
BGIOSGA036480-PA.faa	0	1	0	
Os12t0195183-00.faa	1	0	0	
Os12t0196300-01.faa	1	1	0	
BGIOSGA036478-PA.faa	0	1	1	
Os12t0197100-01.faa	1	1	1	
BGIOSGA036476-PA.faa	0	1	0	
Os12t0197200-02.faa	1	0	0	
Os12t0197400-01.faa	1	1	1	
Os12t0197500-01.faa	1	1	1	
Os12t0197600-01.faa	1	0	0	
Os12t0197700-01.faa	1	1	0	
Os12t0197900-01.faa	1	1	1	
Os12t0198000-01.faa	1	1	1	
Os12t0198200-00.faa	1	1	1	
Os12t0198400-01.faa	1	0	0	
Os12t0198500-01.faa	1	1	0	
BGIOSGA036470-PA.faa	0	1	0	
Os12t0198700-01.faa	1	1	0	
Os12t0198800-00.faa	1	0	0	
Os12t0198900-00.faa	1	2	1	
BGIOSGA037134-PA.faa	0	1	1	
Os12t0199000-00.faa	1	1	0	
Os12t0199050-00.faa	1	0	0	
Os12t0199100-01.faa	1	0	1	
Os12t0199500-00.faa	1	1	1	
BGIOSGA008144-PA.faa	0	1	1	
ONIVA12G05470.1.faa	0	0	1	
ONIVA12G05480.1.faa	0	0	1	
BGIOSGA011021-PA.faa	0	1	1	
Os12t0199800-01.faa	1	0	0	
Os12t0202700-00.faa	1	0	0	
Os12t0202851-00.faa	1	0	0	
Os12t0203000-01.faa	1	0	0	
Os12t0203100-01.faa	1	1	1	
BGIOSGA037135-PA.faa	0	1	1	
BGIOSGA037136-PA.faa	0	1	0	
BGIOSGA036467-PA.faa	0	1	1	
BGIOSGA037137-PA.faa	0	1	1	
BGIOSGA036466-PA.faa	0	1	1	
BGIOSGA036465-PA.faa	0	1	1	
BGIOSGA037138-PA.faa	0	1	1	
BGIOSGA036464-PA.faa	0	1	0	
BGIOSGA037139-PA.faa	0	1	0	
Os12t0203200-01.faa	1	1	0	
Os12t0203300-00.faa	1	0	0	
Os12t0203500-00.faa	1	0	0	
Os12t0203700-00.faa	1	0	0	
Os12t0203900-01.faa	1	0	0	
Os12t0204000-00.faa	1	0	0	
Os12t0204100-01.faa	1	1	1	
Os12t0204200-01.faa	1	0	0	
Os12t0204500-01.faa	1	1	1	
Os12t0204550-01.faa	1	0	0	
Os12t0204600-01.faa	1	0	0	
Os12t0204800-01.faa	1	0	1	
BGIOSGA027206-PA.faa	0	1	1	
Os12t0205100-00.faa	1	0	1	
BGIOSGA036467-PA.faa	0	1	1	
BGIOSGA037137-PA.faa	0	1	1	
ONIVA12G05550.1.faa	0	0	1	
BGIOSGA036466-PA.faa	0	1	1	
BGIOSGA036465-PA.faa	0	1	1	
BGIOSGA037138-PA.faa	0	1	1	
ONIVA12G05590.1.faa	0	0	1	
ONIVA12G05600.1.faa	0	0	1	
Os12t0205500-01.faa	1	0	0	
Os12t0205633-00.faa	1	0	0	
Os12t0206700-01.faa	1	0	1	
Os12t0206800-00.faa	1	1	1	
ONIVA12G05630.1.faa	0	0	1	
Os12t0207000-01.faa	1	1	1	
Os12t0207200-01.faa	1	1	0	
Os12t0207300-01.faa	1	1	1	
BGIOSGA037143-PA.faa	0	1	0	
BGIOSGA037144-PA.faa	0	1	0	
Os12t0207600-00.faa	1	0	0	
Os12t0208900-00.faa	1	1	1	
Os12t0208950-00.faa	1	0	0	
Os12t0209000-00.faa	1	1	1	
Os12t0209100-01.faa	1	1	1	
Os12t0209200-01.faa	1	1	1	
Os12t0209300-00.faa	1	1	1	
ONIVA12G05720.1.faa	0	0	1	
BGIOSGA037147-PA.faa	0	1	0	
BGIOSGA036460-PA.faa	0	1	0	
BGIOSGA037148-PA.faa	0	1	0	
Os12t0209502-01.faa	1	0	0	
Os12t0209700-01.faa	1	1	1	
BGIOSGA036459-PA.faa	0	1	1	
ONIVA12G05750.1.faa	0	0	1	
BGIOSGA036459-PA.faa	0	1	1	
Os12t0209800-01.faa	1	0	0	
Os12t0209901-01.faa	1	0	0	
Os12t0210000-01.faa	1	1	0	
Os12t0210200-01.faa	1	1	0	
Os12t0210300-01.faa	1	1	1	
Os12t0210400-01.faa	1	1	1	
Os12t0210450-00.faa	1	0	0	
Os12t0210500-00.faa	1	1	1	
Os12t0210601-00.faa	1	0	0	
Os12t0210800-01.faa	1	1	1	
ONIVA12G05800.1.faa	0	0	1	
BGIOSGA037154-PA.faa	0	1	0	
Os12t0211000-01.faa	1	1	1	
BGIOSGA037157-PA.faa	0	1	1	
BGIOSGA037158-PA.faa	0	1	1	
Os12t0211100-01.faa	1	0	0	
Os12t0211301-00.faa	1	0	0	
Os12t0211400-00.faa	1	1	0	
Os12t0211500-01.faa	1	1	1	
BGIOSGA036453-PA.faa	0	1	0	
BGIOSGA036452-PA.faa	0	1	1	
BGIOSGA037161-PA.faa	0	1	1	
BGIOSGA036451-PA.faa	0	1	1	
BGIOSGA036450-PA.faa	0	1	0	
BGIOSGA036449-PA.faa	0	1	0	
BGIOSGA036448-PA.faa	0	1	0	
Os12t0211600-01.faa	1	0	1	
Os12t0211900-01.faa	1	0	1	
BGIOSGA036442-PA.faa	0	1	1	
Os12t0212100-00.faa	1	1	1	
Os12t0212400-01.faa	1	0	1	
Os12t0214700-01.faa	1	0	0	
Os12t0215100-00.faa	1	0	0	
Os12t0215800-00.faa	1	0	0	
Os12t0215950-01.faa	1	1	1	
Os12t0216000-01.faa	1	0	0	
Os12t0216500-01.faa	1	0	0	
Os12t0217300-01.faa	2	0	1	
BGIOSGA036451-PA.faa	0	1	1	
ONIVA12G05910.1.faa	0	0	1	
ONIVA12G05920.1.faa	0	0	1	
Os12t0217400-00.faa	1	1	1	
BGIOSGA036442-PA.faa	0	1	1	
BGIOSGA037166-PA.faa	0	1	0	
BGIOSGA037167-PA.faa	0	1	1	
BGIOSGA037168-PA.faa	0	1	0	
BGIOSGA036441-PA.faa	0	1	0	
Os12t0217800-01.faa	1	0	1	
ONIVA12G05940.1.faa	0	0	1	
Os12t0218100-01.faa	1	1	1	
BGIOSGA036446-PA.faa	0	1	0	
Os12t0218300-01.faa	1	0	1	
Os12t0218500-01.faa	1	0	1	
Os12t0218600-02.faa	1	0	0	
Os12t0218800-01.faa	1	0	1	
Os12t0219700-01.faa	1	0	0	
Os12t0220001-01.faa	1	0	0	
Os12t0220800-01.faa	1	0	0	
Os12t0220833-00.faa	1	0	0	
Os12t0221400-01.faa	1	0	0	
Os12t0221600-01.faa	1	1	0	
Os12t0221700-00.faa	1	1	0	
BGIOSGA036445-PA.faa	0	1	0	
BGIOSGA036444-PA.faa	0	1	0	
Os12t0222300-01.faa	1	0	0	
Os12t0222650-01.faa	1	0	0	
Os12t0222800-00.faa	1	0	1	
Os12t0222900-01.faa	1	0	0	
Os12t0223000-01.faa	1	0	0	
Os12t0223300-01.faa	1	1	1	
BGIOSGA037165-PA.faa	0	1	0	
Os12t0223700-01.faa	1	1	1	
