source:Oryza/oryzasativa_Oryza_algEnsemblCompara_nosingles	oryza_sativa	oryza_indica	oryza_brachyantha	oryza_meridionalis	oryza_glaberrima	oryza_punctata	oryza_longistaminata	oryza_barthii	oryza_nivara	oryza_rufipogon	oryza_glumipatula	
Os08t0153250-00.faa	1	0	0	1	0	0	0	0	0	0	0	
Os08t0153600-00.faa	1	3	1	1	1	1	5	1	3	1	1	
Os08t0153900-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os08t0154000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0154200-01.faa	1	0	0	0	0	1	0	0	0	0	0	
Os08t0154225-00.faa	1	0	1	0	1	2	0	1	1	1	1	
Os08t0154250-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0154300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0154600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0154700-01.faa	1	1	1	0	1	1	0	0	0	1	1	
Os08t0154900-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0155000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0155100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0155400-03.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0155900-00.faa	1	2	1	1	1	1	1	1	1	2	1	
Os08t0156000-01.faa	1	2	1	1	1	1	2	1	1	1	1	
Os08t0156100-01.faa	1	1	0	1	1	1	0	1	1	0	0	
Os08t0156600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0156700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0156800-01.faa	1	0	1	1	1	1	1	1	1	1	1	
Os08t0156900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157000-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157400-01.faa	1	1	0	1	1	1	0	0	1	1	0	
Os08t0157500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157700-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0157800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0157900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0158200-02.faa	2	1	1	0	1	0	1	1	1	1	1	
Os08t0158400-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0158500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0158600-01.faa	1	0	0	1	1	0	0	0	1	1	1	
Os08t0158800-01.faa	1	1	0	2	1	1	1	0	2	2	2	
Os08t0158900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0159000-01.faa	1	1	1	1	1	1	1	2	1	1	1	
Os08t0159100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0159500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0159700-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os08t0159800-00.faa	1	1	0	1	1	1	0	0	1	0	1	
Os08t0159900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0160000-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os08t0160300-00.faa	1	0	0	1	1	0	0	0	0	0	0	
Os08t0160500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0161100-00.faa	1	0	0	1	0	0	0	0	0	0	0	
Os08t0161401-01.faa	1	1	0	0	1	0	0	0	0	1	0	
Os08t0161500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0161700-01.faa	1	1	1	0	1	0	0	1	0	0	0	
Os08t0161750-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0161800-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0161900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162000-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os08t0162033-00.faa	1	1	1	1	1	1	0	1	0	1	0	
Os08t0162100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162250-00.faa	1	0	0	0	0	1	0	0	0	0	0	
Os08t0162400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0162700-01.faa	1	1	1	0	1	0	1	1	0	0	1	
Os08t0162800-01.faa	1	1	0	1	1	0	1	1	1	1	1	
Os08t0162900-00.faa	1	1	0	0	1	0	0	0	0	1	1	
Os08t0163100-01.faa	1	0	0	1	1	0	1	1	1	1	1	
Os08t0163200-00.faa	1	1	0	0	1	0	2	1	1	1	1	
Os08t0163300-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0163400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0163500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0163600-00.faa	1	1	1	0	1	0	0	0	0	0	1	
Os08t0163800-01.faa	1	0	0	0	0	1	0	1	0	1	1	
Os08t0163900-00.faa	1	1	0	1	0	2	0	0	1	0	1	
Os08t0164000-01.faa	1	1	0	0	1	0	3	1	1	1	1	
Os08t0164100-01.faa	1	1	0	0	0	0	1	0	0	1	1	
Os08t0164300-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os08t0165601-00.faa	1	0	0	0	0	0	0	0	1	0	0	
Os08t0165800-00.faa	1	0	0	0	0	0	1	0	0	0	0	
Os08t0165901-00.faa	2	0	0	0	0	0	0	0	1	1	0	
Os08t0166400-01.faa	1	1	1	0	1	0	1	0	0	0	0	
Os08t0167000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0167249-00.faa	1	1	0	1	0	0	0	0	2	1	0	
Os08t0167400-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0167500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0167800-01.faa	1	1	1	1	1	0	1	1	1	0	1	
Os08t0168000-01.faa	1	1	0	0	1	1	1	1	0	0	1	
Os08t0168400-00.faa	1	1	0	0	1	1	1	0	0	1	1	
Os08t0168700-00.faa	1	2	1	3	1	1	0	0	1	1	1	
Os08t0169100-01.faa	1	0	0	0	0	0	0	0	0	0	1	
Os08t0169300-00.faa	1	1	0	1	1	1	1	1	1	1	0	
Os08t0169400-00.faa	1	1	0	0	1	1	1	1	1	1	2	
Os08t0169700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0169800-01.faa	1	1	2	1	1	1	1	1	1	1	1	
Os08t0170100-01.faa	1	1	0	0	1	0	0	2	1	1	1	
Os08t0170200-00.faa	1	0	0	0	0	0	0	0	1	1	0	
Os08t0170500-00.faa	1	3	0	1	1	1	1	0	2	0	0	
Os08t0170700-00.faa	1	3	0	1	1	0	3	2	2	2	2	
Os08t0170800-01.faa	1	1	0	1	1	0	3	0	1	1	0	
Os08t0170900-01.faa	1	2	2	1	1	1	1	1	1	1	1	
Os08t0171000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0171333-00.faa	1	1	0	1	1	1	0	0	1	1	1	
Os08t0171600-01.faa	1	1	0	1	1	1	2	1	1	1	1	
Os08t0171700-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os08t0171800-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os08t0172800-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os08t0173300-01.faa	1	0	1	0	2	1	0	2	1	2	2	
Os08t0173600-01.faa	1	1	1	0	1	1	0	1	0	1	1	
Os08t0173700-01.faa	1	1	0	0	1	1	0	0	1	1	1	
Os08t0174100-00.faa	1	1	0	0	1	0	0	1	1	1	1	
Os08t0174300-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os08t0174500-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os08t0174700-01.faa	1	1	1	1	1	1	1	1	1	0	0	
Os08t0174800-01.faa	1	1	0	0	0	1	0	0	1	0	1	
Os08t0174900-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0175000-00.faa	1	1	2	1	1	1	1	1	1	1	1	
Os08t0175200-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os08t0175300-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os08t0175600-01.faa	1	1	0	1	0	0	2	1	1	1	0	
Os08t0175700-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0176100-01.faa	1	1	1	0	1	1	0	1	0	1	0	
Os08t0176200-01.faa	1	0	0	0	0	0	0	0	0	2	0	
Os08t0176633-01.faa	1	0	0	0	0	0	0	0	0	1	0	
Os08t0176800-01.faa	1	1	1	0	1	1	1	1	1	1	0	
Os08t0176900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0177300-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0177500-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0177600-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0177700-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0177800-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0178100-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0178200-02.faa	1	1	1	1	0	1	1	1	1	1	0	
Os08t0178300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0178500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0178600-00.faa	1	1	0	0	1	1	0	0	1	1	1	
Os08t0178650-00.faa	1	0	0	1	0	0	0	0	0	0	0	
Os08t0178700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0178800-01.faa	1	0	1	1	1	1	1	0	1	1	1	
Os08t0179000-01.faa	1	1	0	0	0	0	0	1	0	0	0	
Os08t0179150-01.faa	1	0	1	1	0	1	1	0	1	1	1	
Os08t0179100-00.faa	1	0	0	0	0	1	0	0	0	0	0	
Os08t0179400-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0179900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0180000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0180100-01.faa	1	0	0	1	0	0	0	0	0	1	0	
Os08t0180300-03.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0180400-00.faa	1	0	0	0	0	1	0	1	0	0	0	
Os08t0180500-00.faa	1	1	1	0	1	1	1	1	1	1	1	
Os08t0180950-00.faa	1	1	0	1	0	0	0	0	0	0	0	
Os08t0181925-00.faa	1	1	0	0	0	1	2	0	1	1	1	
Os08t0182400-01.faa	2	2	0	1	1	1	1	1	1	2	1	
Os08t0183900-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os08t0184800-02.faa	1	0	0	0	0	0	0	0	0	1	1	
Os08t0186200-00.faa	1	1	0	0	0	0	0	0	0	0	0	
Os08t0187500-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os08t0187700-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os08t0187800-01.faa	1	1	2	1	0	1	2	1	1	1	1	
Os08t0187900-00.faa	1	1	0	0	1	1	0	1	1	1	1	
Os08t0188000-01.faa	1	1	1	0	1	1	2	1	1	1	1	
Os08t0188900-01.faa	1	1	1	1	1	1	2	0	1	1	0	
Os08t0189100-01.faa	1	1	0	0	1	1	1	1	0	0	1	
Os08t0189200-01.faa	1	0	0	0	1	1	1	1	0	0	1	
Os08t0189300-01.faa	1	1	0	1	1	1	1	0	0	0	0	
Os08t0189400-01.faa	1	1	1	2	2	1	2	2	0	1	1	
Os08t0189500-01.faa	1	1	0	1	1	1	0	1	1	0	0	
Os08t0189600-01.faa	1	1	0	0	1	2	1	1	0	1	0	
Os08t0189700-01.faa	1	1	0	0	1	1	1	1	0	1	0	
Os08t0189850-01.faa	1	1	0	0	1	2	1	1	1	1	1	
Os08t0189900-01.faa	1	1	0	1	1	0	1	0	0	0	1	
Os08t0190100-01.faa	1	1	0	1	1	0	2	1	1	1	1	
Os08t0190200-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0190250-01.faa	1	0	1	0	0	0	0	0	0	0	0	
Os08t0190300-00.faa	1	0	0	1	0	0	1	0	0	1	1	
Os08t0190700-00.faa	1	1	1	0	1	1	2	1	1	1	1	
Os08t0190800-01.faa	1	1	1	0	1	1	0	1	1	0	1	
Os08t0191000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0191200-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os08t0191300-00.faa	1	2	0	0	1	0	0	0	0	0	0	
Os08t0191433-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0191600-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os08t0191700-04.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0191800-00.faa	1	2	0	1	1	2	1	1	1	1	1	
Os08t0191900-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os08t0192100-00.faa	1	1	1	1	1	1	1	0	1	0	1	
Os08t0192300-00.faa	1	1	0	0	1	1	1	1	1	1	0	
Os08t0192400-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0192800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0192900-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os08t0193000-00.faa	1	1	1	1	1	2	0	0	1	1	1	
Os08t0193200-00.faa	1	1	1	1	1	2	1	1	1	1	1	
Os08t0193300-00.faa	1	1	0	1	1	0	1	0	0	0	0	
Os08t0193500-00.faa	1	1	0	0	1	0	1	0	1	1	1	
Os08t0193600-01.faa	1	2	0	1	0	0	1	1	1	1	1	
Os08t0193700-00.faa	1	1	0	0	0	0	1	0	1	1	1	
Os08t0193900-01.faa	1	1	0	1	1	0	1	0	1	1	1	
Os08t0194000-00.faa	1	1	0	0	1	0	1	1	0	0	0	
Os08t0194350-00.faa	1	1	1	1	0	0	1	0	1	1	1	
Os08t0194900-00.faa	1	1	2	1	1	1	1	1	1	1	1	
Os08t0195000-00.faa	1	1	1	1	0	0	1	0	1	1	1	
Os08t0195400-01.faa	1	1	0	2	0	0	1	0	1	1	1	
Os08t0195800-00.faa	1	1	0	0	0	0	1	0	1	0	1	
Os08t0195900-00.faa	1	0	0	0	0	0	0	0	0	0	1	
Os08t0196200-01.faa	1	1	1	1	0	1	1	1	0	1	1	
Os08t0196700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0196900-01.faa	1	1	1	0	1	1	1	1	0	0	1	
Os08t0197000-01.faa	1	3	0	1	1	0	0	1	1	1	1	
Os08t0197050-00.faa	1	0	0	0	1	0	1	0	0	0	0	
Os08t0197100-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0197300-01.faa	1	1	0	1	0	0	1	0	1	0	1	
Os08t0197400-01.faa	1	2	0	0	1	1	2	1	0	1	1	
Os08t0197500-01.faa	1	0	0	0	1	0	1	0	1	0	0	
Os08t0197700-00.faa	1	1	0	1	1	0	0	0	1	1	1	
Os08t0197800-01.faa	1	2	1	1	1	0	2	1	2	1	0	
Os08t0197900-00.faa	1	1	0	0	1	0	0	0	0	0	0	
Os08t0198000-00.faa	1	1	0	0	0	0	1	0	0	0	0	
Os08t0198100-00.faa	1	3	1	1	1	0	4	0	0	1	0	
Os08t0198200-00.faa	1	1	0	1	0	0	0	0	2	0	2	
Os08t0198300-01.faa	1	1	1	0	0	0	1	0	0	0	0	
Os08t0198700-01.faa	1	1	0	0	0	0	1	1	0	1	0	
Os08t0199000-01.faa	1	1	1	0	1	1	0	0	0	0	0	
Os08t0199100-01.faa	1	1	0	0	0	0	0	1	0	1	1	
Os08t0199300-01.faa	1	1	1	1	1	1	1	1	0	1	1	
Os08t0199400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0199525-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os08t0200100-01.faa	1	1	0	1	1	0	1	0	1	1	1	
Os08t0200300-02.faa	1	1	0	0	1	1	0	1	1	1	1	
Os08t0200500-01.faa	1	1	1	2	1	1	1	1	1	1	1	
Os08t0200600-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os08t0201100-01.faa	1	1	1	1	0	1	0	1	1	1	0	
Os08t0201500-01.faa	1	2	0	1	0	1	1	1	1	0	0	
Os08t0201700-00.faa	2	1	2	1	0	2	2	2	0	1	1	
Os08t0202400-01.faa	1	1	1	0	0	0	1	0	1	1	1	
Os08t0203100-01.faa	3	1	0	1	0	0	1	0	0	0	1	
Os08t0203150-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os08t0203400-01.faa	1	1	1	0	1	0	2	1	1	1	0	
Os08t0203600-05.faa	1	1	1	1	1	1	1	0	1	0	1	
Os08t0203700-01.faa	1	1	1	0	1	0	1	0	0	0	0	
Os08t0203800-01.faa	1	1	1	1	2	0	1	1	1	1	1	
Os08t0203900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0204632-01.faa	1	2	0	1	1	0	0	1	1	1	0	
Os08t0204800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0205000-00.faa	1	1	0	2	1	0	2	1	0	1	1	
Os08t0205100-01.faa	1	1	0	0	0	1	1	1	1	1	0	
Os08t0205150-01.faa	1	1	0	1	1	0	1	0	1	0	1	
Os08t0205300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0205400-01.faa	1	2	1	1	1	1	1	1	0	1	1	
Os08t0205500-00.faa	1	0	0	1	0	0	0	1	1	1	0	
Os08t0205800-01.faa	1	1	1	1	1	1	0	1	0	0	0	
Os08t0205900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0206400-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0206500-00.faa	1	2	1	1	0	1	1	1	1	1	1	
Os08t0206600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0206700-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0206900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0206950-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0207000-01.faa	1	0	0	0	0	0	0	0	0	1	0	
Os08t0207500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0207600-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0207800-01.faa	1	1	0	1	0	3	1	0	1	1	1	
Os08t0208200-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os08t0208300-00.faa	1	1	0	2	1	1	0	0	1	2	1	
Os08t0208400-02.faa	1	1	4	0	1	0	0	0	0	0	0	
Os08t0208700-01.faa	1	1	0	0	0	0	0	0	0	1	0	
Os08t0213200-00.faa	1	1	0	0	1	1	0	1	0	0	1	
Os08t0213400-01.faa	1	0	0	0	1	0	0	0	1	1	0	
Os08t0214233-01.faa	2	0	0	0	1	0	0	0	0	0	0	
Os08t0214300-00.faa	2	0	0	0	0	0	0	1	0	0	0	
Os08t0214900-00.faa	1	0	0	0	0	0	0	0	1	1	0	
Os08t0215300-01.faa	1	3	0	0	0	1	0	0	0	0	0	
Os08t0215400-00.faa	1	2	0	0	0	0	0	0	1	0	0	
Os08t0216000-00.faa	1	1	2	0	0	0	0	1	1	1	0	
Os08t0216900-01.faa	1	1	0	1	0	0	0	0	0	1	0	
Os08t0217050-01.faa	1	0	0	0	0	3	0	0	0	1	0	
Os08t0218700-01.faa	2	0	0	0	0	2	1	1	1	1	1	
Os08t0220400-01.faa	1	1	0	0	1	1	1	1	1	1	1	
Os08t0220600-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os08t0221300-00.faa	1	0	0	0	1	1	0	0	0	0	0	
Os08t0222100-01.faa	1	1	0	1	1	1	2	2	1	2	1	
Os08t0222800-00.faa	1	0	0	0	0	0	1	1	1	1	0	
Os08t0223700-00.faa	1	0	1	0	0	1	0	0	0	1	0	
Os08t0223766-00.faa	1	0	0	0	0	0	0	1	1	0	0	
Os08t0223833-00.faa	1	1	0	0	2	0	1	0	0	0	1	
Os08t0223900-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0224000-01.faa	1	0	1	0	1	1	1	0	1	1	1	
Os08t0224100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0224200-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0224300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0224500-01.faa	1	1	1	1	1	1	1	1	1	1	2	
Os08t0224700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0224800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0225000-01.faa	1	1	1	1	0	1	1	0	1	1	1	
Os08t0225100-00.faa	1	0	0	0	0	0	0	1	0	2	0	
Os08t0225400-01.faa	1	2	1	0	1	1	1	1	1	1	1	
Os08t0225700-00.faa	1	0	0	0	0	0	0	0	0	1	1	
Os08t0226000-00.faa	1	0	0	0	2	1	1	1	0	0	2	
Os08t0226100-00.faa	1	0	0	0	0	0	0	1	0	0	0	
Os08t0226166-00.faa	2	1	1	1	1	0	1	1	1	1	1	
Os08t0226400-00.faa	1	1	0	1	2	1	1	1	1	1	0	
Os08t0226600-01.faa	1	0	0	0	0	0	0	0	1	1	0	
Os08t0226800-00.faa	1	1	0	0	1	0	0	0	0	1	0	
Os08t0227100-01.faa	1	2	1	0	2	1	1	1	1	1	0	
Os08t0227200-02.faa	1	2	1	1	2	1	1	0	0	1	0	
Os08t0227400-00.faa	1	1	1	0	1	0	1	1	1	1	0	
Os08t0228200-00.faa	1	1	1	1	0	1	1	1	0	0	1	
Os08t0229601-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0230000-01.faa	1	1	1	1	1	2	0	0	2	1	1	
Os08t0230100-00.faa	1	0	0	0	0	2	0	0	0	1	1	
Os08t0230200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0230300-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0230500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0230600-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os08t0230800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0231100-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0231400-01.faa	1	1	0	1	1	0	0	1	1	1	1	
Os08t0232100-01.faa	1	0	0	0	0	0	0	1	0	2	1	
Os08t0232700-01.faa	1	1	0	0	0	0	0	0	1	1	0	
Os08t0233300-02.faa	1	1	0	0	0	0	0	1	0	0	0	
Os08t0233400-01.faa	1	1	0	0	0	1	1	1	1	1	1	
Os08t0234000-01.faa	1	1	0	1	1	1	3	1	1	1	1	
Os08t0234100-01.faa	1	0	0	0	0	1	0	0	0	0	0	
Os08t0234400-01.faa	1	0	0	1	0	0	0	1	0	1	0	
Os08t0234700-01.faa	2	0	0	0	1	0	0	1	0	0	0	
Os08t0235650-00.faa	1	1	0	0	0	0	0	0	0	0	0	
Os08t0235600-00.faa	2	1	1	0	0	0	1	1	1	1	0	
Os08t0235800-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os08t0236400-00.faa	1	0	0	1	1	1	0	1	0	1	1	
Os08t0236700-00.faa	1	1	1	1	1	1	2	1	1	1	1	
Os08t0236800-01.faa	1	1	0	0	1	0	0	1	1	1	1	
Os08t0236900-01.faa	1	0	0	0	1	0	0	0	1	0	0	
Os08t0237000-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os08t0237200-01.faa	1	1	0	0	1	0	1	1	1	1	0	
Os08t0237800-00.faa	1	2	1	0	1	1	1	1	1	1	1	
Os08t0238100-00.faa	1	1	1	0	0	0	1	0	1	1	0	
Os08t0238200-01.faa	2	0	1	0	1	1	1	0	1	1	1	
Os08t0239000-01.faa	1	1	2	0	1	1	0	1	1	1	1	
Os08t0239300-01.faa	1	1	1	1	1	1	2	1	1	1	0	
Os08t0239900-00.faa	1	1	2	1	1	1	1	1	1	2	1	
Os08t0240000-02.faa	1	1	1	1	1	0	1	1	1	1	1	
Os08t0240500-00.faa	1	1	1	0	1	1	1	0	0	0	0	
Os08t0240566-00.faa	1	1	1	1	1	0	1	1	1	1	1	
Os08t0240600-00.faa	1	1	0	1	0	0	0	1	1	1	1	
Os08t0240800-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0241300-01.faa	1	2	1	1	1	1	0	1	1	1	1	
Os08t0241400-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0241600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0241900-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os08t0242400-01.faa	1	1	2	0	1	1	3	2	2	1	1	
Os08t0242700-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0242800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0242900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0243100-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os08t0243500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0243600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0243866-00.faa	1	1	0	1	1	1	1	0	1	1	1	
Os08t0243900-01.faa	1	1	1	1	1	1	1	2	1	1	1	
Os08t0244100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0244400-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0244500-00.faa	1	0	0	0	1	0	1	1	0	1	0	
Os08t0244750-01.faa	1	0	0	0	1	1	0	2	1	1	0	
Os08t0245200-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0245400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0246100-01.faa	1	1	0	0	0	0	0	0	1	1	0	
Os08t0246300-01.faa	1	1	0	0	0	1	0	1	1	1	0	
Os08t0246400-01.faa	1	1	0	0	0	0	0	0	0	1	0	
Os08t0246500-00.faa	1	1	0	0	0	0	0	0	0	0	0	
Os08t0246800-01.faa	1	1	0	0	1	0	0	0	0	0	0	
Os08t0247700-00.faa	1	0	0	0	0	0	1	0	0	0	0	
Os08t0248000-00.faa	1	0	0	1	1	0	0	0	3	1	1	
Os08t0248100-01.faa	1	3	1	0	1	1	2	1	1	1	1	
Os08t0248300-01.faa	3	0	0	0	0	0	0	0	0	1	0	
Os08t0248400-01.faa	1	1	0	0	1	3	1	1	1	1	1	
Os08t0248700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0248800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0248900-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0249000-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os08t0249100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0249200-00.faa	1	1	1	0	1	1	0	0	1	1	1	
Os08t0249900-00.faa	1	0	0	0	1	0	0	1	0	0	1	
Os08t0250200-01.faa	1	1	0	0	1	1	2	1	1	1	1	
Os08t0250300-00.faa	1	2	0	0	1	1	0	1	1	1	1	
Os08t0250700-01.faa	1	2	1	0	1	1	1	1	1	1	1	
Os08t0250900-01.faa	1	1	1	0	0	1	1	1	0	0	1	
Os08t0253800-01.faa	1	1	1	0	1	1	2	1	1	1	1	
Os08t0254200-01.faa	1	0	0	1	1	0	0	0	0	0	1	
Os08t0254300-00.faa	1	0	1	1	0	1	1	0	0	0	1	
Os08t0254500-02.faa	1	0	1	1	1	1	1	1	1	1	1	
Os08t0254600-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os08t0254900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os08t0255500-00.faa	1	0	0	0	1	0	0	0	0	1	0	
