source:Brassicaceae/arabidopsisthaliana_Brassicaceae_algEnsemblCompara	arabidopsis_thaliana	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	brassica_napus	arabidopsis_halleri	
Al_scaffold_0001_2085.faa	0	1	0	0	0	0	
Al_scaffold_0001_2086.faa	0	1	0	0	0	0	
Al_scaffold_0001_21.faa	0	1	0	0	0	0	
Al_scaffold_0001_2117.faa	0	1	0	0	0	0	
Al_scaffold_0001_2126.faa	0	1	0	0	0	0	
Al_scaffold_0001_2152.faa	0	1	0	0	0	0	
Al_scaffold_0001_2193.faa	0	1	0	0	0	0	
Al_scaffold_0001_2209.faa	0	1	0	0	0	0	
Al_scaffold_0001_2216.faa	0	1	0	0	0	0	
Al_scaffold_0001_2223.faa	0	1	0	0	0	0	
Al_scaffold_0001_2269.faa	0	1	0	0	0	0	
Al_scaffold_0001_2291.faa	0	1	0	0	0	0	
Al_scaffold_0001_2303.faa	0	1	0	0	0	0	
Al_scaffold_0001_2350.faa	0	1	0	0	0	0	
Al_scaffold_0001_2381.faa	0	1	0	0	0	0	
Al_scaffold_0001_2427.faa	0	1	0	0	0	0	
Al_scaffold_0001_2486.faa	0	1	0	0	0	0	
Al_scaffold_0001_2522.faa	0	1	0	0	0	0	
Al_scaffold_0001_2540.faa	0	1	0	0	0	0	
Al_scaffold_0001_2541.faa	0	1	0	0	0	0	
Al_scaffold_0001_2554.faa	0	1	0	0	0	0	
Al_scaffold_0001_2604.faa	0	1	0	0	0	0	
Al_scaffold_0001_2606.faa	0	1	0	0	0	0	
Al_scaffold_0001_2607.faa	0	1	0	0	0	0	
Al_scaffold_0001_2610.faa	0	1	0	0	0	0	
Al_scaffold_0001_2758.faa	0	1	0	0	0	0	
Al_scaffold_0001_2760.faa	0	1	0	0	0	0	
Al_scaffold_0001_2803.faa	0	1	0	0	0	0	
Al_scaffold_0001_2829.faa	0	1	0	0	0	0	
Al_scaffold_0001_283.faa	0	1	0	0	0	0	
Al_scaffold_0001_2836.faa	0	1	0	0	0	0	
Al_scaffold_0001_2852.faa	0	1	0	0	0	0	
Al_scaffold_0001_2876.faa	0	1	0	0	0	0	
Al_scaffold_0001_2888.faa	0	1	0	0	0	0	
Al_scaffold_0001_2915.faa	0	1	0	0	0	0	
Al_scaffold_0001_2936.faa	0	1	0	0	0	0	
Al_scaffold_0001_2959.faa	0	1	0	0	0	0	
Al_scaffold_0001_3020.faa	0	1	0	0	0	0	
Al_scaffold_0001_3030.faa	0	1	0	0	0	0	
Al_scaffold_0001_3032.faa	0	1	0	0	0	0	
Al_scaffold_0001_3069.faa	0	1	0	0	0	0	
Al_scaffold_0001_3072.faa	0	1	0	0	0	0	
Al_scaffold_0001_3079.faa	0	1	0	0	0	0	
Al_scaffold_0001_3083.faa	0	1	0	0	0	0	
Al_scaffold_0001_3091.faa	0	1	0	0	0	0	
Al_scaffold_0001_3119.faa	0	1	0	0	0	0	
Al_scaffold_0001_312.faa	0	1	0	0	0	0	
Al_scaffold_0001_3158.faa	0	1	0	0	0	0	
Al_scaffold_0001_3159.faa	0	1	0	0	0	0	
Al_scaffold_0001_3160.faa	0	1	0	0	0	0	
Al_scaffold_0001_3178.faa	0	1	0	0	0	0	
Al_scaffold_0001_3212.faa	0	1	0	0	0	0	
Al_scaffold_0001_3257.faa	0	1	0	0	0	0	
Al_scaffold_0001_3284.faa	0	1	0	0	0	0	
Al_scaffold_0001_3296.faa	0	1	0	0	0	0	
Al_scaffold_0001_3297.faa	0	1	0	0	0	0	
Al_scaffold_0001_3298.faa	0	1	0	0	0	0	
Al_scaffold_0001_3340.faa	0	1	0	0	0	0	
Al_scaffold_0001_3342.faa	0	1	0	0	0	0	
Al_scaffold_0001_3350.faa	0	1	0	0	0	0	
Al_scaffold_0001_3358.faa	0	1	0	0	0	0	
Al_scaffold_0001_3359.faa	0	1	0	0	0	0	
Al_scaffold_0001_3375.faa	0	1	0	0	0	0	
Al_scaffold_0001_3391.faa	0	1	0	0	0	0	
Al_scaffold_0001_3393.faa	0	1	0	0	0	0	
Al_scaffold_0001_3428.faa	0	1	0	0	0	0	
Al_scaffold_0001_3440.faa	0	1	0	0	0	0	
Al_scaffold_0001_3449.faa	0	1	0	0	0	0	
Al_scaffold_0001_3463.faa	0	1	0	0	0	0	
Al_scaffold_0001_3469.faa	0	1	0	0	0	0	
Al_scaffold_0001_3480.faa	0	1	0	0	0	0	
Al_scaffold_0001_3486.faa	0	1	0	0	0	0	
Al_scaffold_0001_3517.faa	0	1	0	0	0	0	
Al_scaffold_0001_3565.faa	0	1	0	0	0	0	
Al_scaffold_0001_3606.faa	0	1	0	0	0	0	
Al_scaffold_0001_3655.faa	0	1	0	0	0	0	
Al_scaffold_0001_3658.faa	0	1	0	0	0	0	
Al_scaffold_0001_3659.faa	0	1	0	0	0	0	
Al_scaffold_0001_3661.faa	0	1	0	0	0	0	
Al_scaffold_0001_3678.faa	0	1	0	0	0	0	
Al_scaffold_0001_3683.faa	0	1	0	0	0	0	
Al_scaffold_0001_3684.faa	0	1	0	0	0	0	
Al_scaffold_0001_370.faa	0	1	0	0	0	0	
Al_scaffold_0001_3703.faa	0	1	0	0	0	0	
Al_scaffold_0001_3710.faa	0	1	0	0	0	0	
Al_scaffold_0001_3726.faa	0	1	0	0	0	0	
Al_scaffold_0001_3737.faa	0	1	0	0	0	0	
Al_scaffold_0001_3752.faa	0	1	0	0	0	0	
Al_scaffold_0001_3761.faa	0	1	0	0	0	0	
Al_scaffold_0001_3763.faa	0	1	0	0	0	0	
Al_scaffold_0001_3768.faa	0	1	0	0	0	0	
Al_scaffold_0001_3782.faa	0	1	0	0	0	0	
Al_scaffold_0001_3786.faa	0	1	0	0	0	0	
Al_scaffold_0001_3787.faa	0	1	0	0	0	0	
Al_scaffold_0001_3788.faa	0	1	0	0	0	0	
Al_scaffold_0001_3791.faa	0	1	0	0	0	0	
Al_scaffold_0001_3806.faa	0	1	0	0	0	0	
Al_scaffold_0001_3807.faa	0	1	0	0	0	0	
Al_scaffold_0001_3816.faa	0	1	0	0	0	0	
Al_scaffold_0001_3819.faa	0	1	0	0	0	0	
Al_scaffold_0001_3825.faa	0	1	0	0	0	0	
Al_scaffold_0001_3835.faa	0	1	0	0	0	0	
Al_scaffold_0001_3837.faa	0	1	0	0	0	0	
Al_scaffold_0001_3840.faa	0	1	0	0	0	0	
Al_scaffold_0001_3852.faa	0	1	0	0	0	0	
Al_scaffold_0001_3860.faa	0	1	0	0	0	0	
Al_scaffold_0001_3864.faa	0	1	0	0	0	0	
Al_scaffold_0001_3865.faa	0	1	0	0	0	0	
Al_scaffold_0001_3878.faa	0	1	0	0	0	0	
Al_scaffold_0001_3888.faa	0	1	0	0	0	0	
Al_scaffold_0001_3900.faa	0	1	0	0	0	0	
Al_scaffold_0001_3939.faa	0	1	0	0	0	0	
Al_scaffold_0001_3952.faa	0	1	0	0	0	0	
Al_scaffold_0001_3955.faa	0	1	0	0	0	0	
Al_scaffold_0001_3963.faa	0	1	0	0	0	0	
Al_scaffold_0001_3970.faa	0	1	0	0	0	0	
Al_scaffold_0001_4025.faa	0	1	0	0	0	0	
Al_scaffold_0001_4037.faa	0	1	0	0	0	0	
Al_scaffold_0001_4054.faa	0	1	0	0	0	0	
Al_scaffold_0001_406.faa	0	1	0	0	0	0	
Al_scaffold_0001_4060.faa	0	1	0	0	0	0	
Al_scaffold_0001_4062.faa	0	1	0	0	0	0	
Al_scaffold_0001_4079.faa	0	1	0	0	0	0	
Al_scaffold_0001_4085.faa	0	1	0	0	0	0	
Al_scaffold_0001_4120.faa	0	1	0	0	0	0	
Al_scaffold_0001_4131.faa	0	1	0	0	0	0	
Al_scaffold_0001_4157.faa	0	1	0	0	0	0	
Al_scaffold_0001_4162.faa	0	1	0	0	0	0	
Al_scaffold_0001_4186.faa	0	1	0	0	0	0	
Al_scaffold_0001_4189.faa	0	1	0	0	0	0	
Al_scaffold_0001_4204.faa	0	1	0	0	0	0	
Al_scaffold_0001_4218.faa	0	1	0	0	0	0	
Al_scaffold_0001_4237.faa	0	1	0	0	0	0	
Al_scaffold_0001_4251.faa	0	1	0	0	0	0	
Al_scaffold_0001_4278.faa	0	1	0	0	0	0	
Al_scaffold_0001_4368.faa	0	1	0	0	0	0	
Al_scaffold_0001_4369.faa	0	1	0	0	0	0	
Al_scaffold_0001_4384.faa	0	1	0	0	0	0	
Al_scaffold_0001_4396.faa	0	1	0	0	0	0	
Al_scaffold_0001_4401.faa	0	1	0	0	0	0	
Al_scaffold_0001_4411.faa	0	1	0	0	0	0	
Al_scaffold_0001_4429.faa	0	1	0	0	0	0	
Al_scaffold_0001_4471.faa	0	1	0	0	0	0	
Al_scaffold_0001_4481.faa	0	1	0	0	0	0	
Al_scaffold_0001_4502.faa	0	1	0	0	0	0	
Al_scaffold_0001_4512.faa	0	1	0	0	0	0	
Al_scaffold_0001_4523.faa	0	1	0	0	0	0	
Al_scaffold_0001_4583.faa	0	1	0	0	0	0	
Al_scaffold_0001_4587.faa	0	1	0	0	0	0	
Al_scaffold_0001_4614.faa	0	1	0	0	0	0	
Al_scaffold_0001_4659.faa	0	1	0	0	0	0	
Al_scaffold_0001_4718.faa	0	1	0	0	0	0	
Al_scaffold_0001_4773.faa	0	1	0	0	0	0	
Al_scaffold_0001_482.faa	0	1	0	0	0	0	
Al_scaffold_0001_4824.faa	0	1	0	0	0	0	
Al_scaffold_0001_4839.faa	0	1	0	0	0	0	
Al_scaffold_0001_490.faa	0	1	0	0	0	0	
Al_scaffold_0001_4900.faa	0	1	0	0	0	0	
Al_scaffold_0001_5008.faa	0	1	0	0	0	0	
Al_scaffold_0001_5033.faa	0	1	0	0	0	0	
Al_scaffold_0001_5038.faa	0	1	0	0	0	0	
Al_scaffold_0001_5039.faa	0	1	0	0	0	0	
Al_scaffold_0001_5043.faa	0	1	0	0	0	0	
Al_scaffold_0001_5046.faa	0	1	0	0	0	0	
Al_scaffold_0001_5049.faa	0	1	0	0	0	0	
Al_scaffold_0001_5065.faa	0	1	0	0	0	0	
Al_scaffold_0001_5071.faa	0	1	0	0	0	0	
Al_scaffold_0001_5075.faa	0	1	0	0	0	0	
Al_scaffold_0001_5088.faa	0	1	0	0	0	0	
Al_scaffold_0001_5091.faa	0	1	0	0	0	0	
Al_scaffold_0001_5095.faa	0	1	0	0	0	0	
Al_scaffold_0001_5105.faa	0	1	0	0	0	0	
Al_scaffold_0001_5117.faa	0	1	0	0	0	0	
Al_scaffold_0001_5125.faa	0	1	0	0	0	0	
Al_scaffold_0001_5138.faa	0	1	0	0	0	0	
Al_scaffold_0001_5149.faa	0	1	0	0	0	0	
Al_scaffold_0001_5153.faa	0	1	0	0	0	0	
Al_scaffold_0001_5191.faa	0	1	0	0	0	0	
Al_scaffold_0001_5193.faa	0	1	0	0	0	0	
Al_scaffold_0001_5196.faa	0	1	0	0	0	0	
Al_scaffold_0001_5204.faa	0	1	0	0	0	0	
Al_scaffold_0001_5206.faa	0	1	0	0	0	0	
Al_scaffold_0001_5207.faa	0	1	0	0	0	0	
Al_scaffold_0001_5240.faa	0	1	0	0	0	0	
Al_scaffold_0001_5243.faa	0	1	0	0	0	0	
Al_scaffold_0001_5259.faa	0	1	0	0	0	0	
Al_scaffold_0001_5272.faa	0	1	0	0	0	0	
Al_scaffold_0001_5277.faa	0	1	0	0	0	0	
Al_scaffold_0001_5285.faa	0	1	0	0	0	0	
Al_scaffold_0001_529.faa	0	1	0	0	0	0	
Al_scaffold_0001_569.faa	0	1	0	0	0	0	
Al_scaffold_0001_644.faa	0	1	0	0	0	0	
Al_scaffold_0001_714.faa	0	1	0	0	0	0	
Al_scaffold_0001_788.faa	0	1	0	0	0	0	
Al_scaffold_0002_1000.faa	0	1	0	0	0	0	
Al_scaffold_0002_1005.faa	0	1	0	0	0	0	
Al_scaffold_0002_1015.faa	0	1	0	0	0	0	
Al_scaffold_0002_1030.faa	0	1	0	0	0	0	
Al_scaffold_0002_1032.faa	0	1	0	0	0	0	
Al_scaffold_0002_1034.faa	0	1	0	0	0	0	
Al_scaffold_0002_1039.faa	0	1	0	0	0	0	
Al_scaffold_0002_1041.faa	0	1	0	0	0	0	
Al_scaffold_0002_1050.faa	0	1	0	0	0	0	
Al_scaffold_0002_1052.faa	0	1	0	0	0	0	
Al_scaffold_0002_1053.faa	0	1	0	0	0	0	
Al_scaffold_0002_1064.faa	0	1	0	0	0	0	
Al_scaffold_0002_1071.faa	0	1	0	0	0	0	
Al_scaffold_0002_1085.faa	0	1	0	0	0	0	
Al_scaffold_0002_1091.faa	0	1	0	0	0	0	
Al_scaffold_0002_1092.faa	0	1	0	0	0	0	
Al_scaffold_0002_1101.faa	0	1	0	0	0	0	
Al_scaffold_0002_111.faa	0	1	0	0	0	0	
Al_scaffold_0002_1126.faa	0	1	0	0	0	0	
Al_scaffold_0002_1127.faa	0	1	0	0	0	0	
Al_scaffold_0002_1128.faa	0	1	0	0	0	0	
Al_scaffold_0002_1133.faa	0	1	0	0	0	0	
Al_scaffold_0002_1139.faa	0	1	0	0	0	0	
Al_scaffold_0002_1143.faa	0	1	0	0	0	0	
Al_scaffold_0002_1147.faa	0	1	0	0	0	0	
Al_scaffold_0002_1167.faa	0	1	0	0	0	0	
Al_scaffold_0002_1169.faa	0	1	0	0	0	0	
Al_scaffold_0002_1199.faa	0	1	0	0	0	0	
Al_scaffold_0002_1204.faa	0	1	0	0	0	0	
Al_scaffold_0002_1206.faa	0	1	0	0	0	0	
Al_scaffold_0002_1208.faa	0	1	0	0	0	0	
Al_scaffold_0002_1210.faa	0	1	0	0	0	0	
Al_scaffold_0002_1215.faa	0	1	0	0	0	0	
Al_scaffold_0002_1226.faa	0	1	0	0	0	0	
Al_scaffold_0002_1228.faa	0	1	0	0	0	0	
Al_scaffold_0002_1230.faa	0	1	0	0	0	0	
Al_scaffold_0002_1231.faa	0	1	0	0	0	0	
Al_scaffold_0002_1237.faa	0	1	0	0	0	0	
Al_scaffold_0002_1239.faa	0	1	0	0	0	0	
Al_scaffold_0002_1240.faa	0	1	0	0	0	0	
Al_scaffold_0002_1248.faa	0	1	0	0	0	0	
Al_scaffold_0002_1249.faa	0	1	0	0	0	0	
Al_scaffold_0002_1272.faa	0	1	0	0	0	0	
Al_scaffold_0002_1274.faa	0	1	0	0	0	0	
Al_scaffold_0002_1276.faa	0	1	0	0	0	0	
Al_scaffold_0002_1290.faa	0	1	0	0	0	0	
Al_scaffold_0002_1294.faa	0	1	0	0	0	0	
Al_scaffold_0002_1301.faa	0	1	0	0	0	0	
Al_scaffold_0002_1308.faa	0	1	0	0	0	0	
Al_scaffold_0002_1313.faa	0	1	0	0	0	0	
Al_scaffold_0002_1336.faa	0	1	0	0	0	0	
Al_scaffold_0002_1342.faa	0	1	0	0	0	0	
Al_scaffold_0002_1413.faa	0	1	0	0	0	0	
Al_scaffold_0002_1480.faa	0	1	0	0	0	0	
Al_scaffold_0002_1505.faa	0	1	0	0	0	0	
Al_scaffold_0002_1558.faa	0	1	0	0	0	0	
Al_scaffold_0002_1582.faa	0	1	0	0	0	0	
Al_scaffold_0002_159.faa	0	1	0	0	0	0	
Al_scaffold_0002_160.faa	0	1	0	0	0	0	
Al_scaffold_0002_1607.faa	0	1	0	0	0	0	
Al_scaffold_0002_161.faa	0	1	0	0	0	0	
Al_scaffold_0002_1638.faa	0	1	0	0	0	0	
Al_scaffold_0002_1656.faa	0	1	0	0	0	0	
Al_scaffold_0002_1669.faa	0	1	0	0	0	0	
Al_scaffold_0002_1685.faa	0	1	0	0	0	0	
Al_scaffold_0002_1698.faa	0	1	0	0	0	0	
Al_scaffold_0002_1705.faa	0	1	0	0	0	0	
Al_scaffold_0002_1712.faa	0	1	0	0	0	0	
Al_scaffold_0002_1778.faa	0	1	0	0	0	0	
Al_scaffold_0002_1891.faa	0	1	0	0	0	0	
Al_scaffold_0002_1919.faa	0	1	0	0	0	0	
Al_scaffold_0002_1934.faa	0	1	0	0	0	0	
Al_scaffold_0002_1979.faa	0	1	0	0	0	0	
Al_scaffold_0002_198.faa	0	1	0	0	0	0	
Al_scaffold_0002_202.faa	0	1	0	0	0	0	
Al_scaffold_0002_2035.faa	0	1	0	0	0	0	
Al_scaffold_0002_2067.faa	0	1	0	0	0	0	
Al_scaffold_0002_2068.faa	0	1	0	0	0	0	
Al_scaffold_0002_212.faa	0	1	0	0	0	0	
Al_scaffold_0002_2145.faa	0	1	0	0	0	0	
Al_scaffold_0002_2166.faa	0	1	0	0	0	0	
Al_scaffold_0002_2241.faa	0	1	0	0	0	0	
Al_scaffold_0002_231.faa	0	1	0	0	0	0	
Al_scaffold_0002_2324.faa	0	1	0	0	0	0	
Al_scaffold_0002_236.faa	0	1	0	0	0	0	
Al_scaffold_0002_2360.faa	0	1	0	0	0	0	
Al_scaffold_0002_2383.faa	0	1	0	0	0	0	
Al_scaffold_0002_2514.faa	0	1	0	0	0	0	
Al_scaffold_0002_2516.faa	0	1	0	0	0	0	
Al_scaffold_0002_2525.faa	0	1	0	0	0	0	
Al_scaffold_0002_253.faa	0	1	0	0	0	0	
Al_scaffold_0002_2569.faa	0	1	0	0	0	0	
Al_scaffold_0002_2633.faa	0	1	0	0	0	0	
Al_scaffold_0002_2665.faa	0	1	0	0	0	0	
Al_scaffold_0002_2674.faa	0	1	0	0	0	0	
Al_scaffold_0002_2677.faa	0	1	0	0	0	0	
Al_scaffold_0002_2678.faa	0	1	0	0	0	0	
Al_scaffold_0002_269.faa	0	1	0	0	0	0	
Al_scaffold_0002_2719.faa	0	1	0	0	0	0	
Al_scaffold_0002_2749.faa	0	1	0	0	0	0	
Al_scaffold_0002_334.faa	0	1	0	0	0	0	
Al_scaffold_0002_340.faa	0	1	0	0	0	0	
Al_scaffold_0002_347.faa	0	1	0	0	0	0	
Al_scaffold_0002_352.faa	0	1	0	0	0	0	
Al_scaffold_0002_388.faa	0	1	0	0	0	0	
Al_scaffold_0002_411.faa	0	1	0	0	0	0	
Al_scaffold_0002_472.faa	0	1	0	0	0	0	
Al_scaffold_0002_496.faa	0	1	0	0	0	0	
Al_scaffold_0002_506.faa	0	1	0	0	0	0	
Al_scaffold_0002_507.faa	0	1	0	0	0	0	
Al_scaffold_0002_517.faa	0	1	0	0	0	0	
Al_scaffold_0002_54.faa	0	1	0	0	0	0	
Al_scaffold_0002_567.faa	0	1	0	0	0	0	
Al_scaffold_0002_571.faa	0	1	0	0	0	0	
Al_scaffold_0002_575.faa	0	1	0	0	0	0	
Al_scaffold_0002_576.faa	0	1	0	0	0	0	
Al_scaffold_0002_591.faa	0	1	0	0	0	0	
Al_scaffold_0002_593.faa	0	1	0	0	0	0	
Al_scaffold_0002_63.faa	0	1	0	0	0	0	
Al_scaffold_0002_639.faa	0	1	0	0	0	0	
Al_scaffold_0002_64.faa	0	1	0	0	0	0	
Al_scaffold_0002_656.faa	0	1	0	0	0	0	
Al_scaffold_0002_667.faa	0	1	0	0	0	0	
Al_scaffold_0002_670.faa	0	1	0	0	0	0	
Al_scaffold_0002_675.faa	0	1	0	0	0	0	
Al_scaffold_0002_676.faa	0	1	0	0	0	0	
Al_scaffold_0002_679.faa	0	1	0	0	0	0	
Al_scaffold_0002_710.faa	0	1	0	0	0	0	
Al_scaffold_0002_713.faa	0	1	0	0	0	0	
Al_scaffold_0002_717.faa	0	1	0	0	0	0	
Al_scaffold_0002_718.faa	0	1	0	0	0	0	
Al_scaffold_0002_721.faa	0	1	0	0	0	0	
Al_scaffold_0002_724.faa	0	1	0	0	0	0	
Al_scaffold_0002_746.faa	0	1	0	0	0	0	
Al_scaffold_0002_780.faa	0	1	0	0	0	0	
Al_scaffold_0002_781.faa	0	1	0	0	0	0	
Al_scaffold_0002_783.faa	0	1	0	0	0	0	
Al_scaffold_0002_785.faa	0	1	0	0	0	0	
Al_scaffold_0002_787.faa	0	1	0	0	0	0	
Al_scaffold_0002_791.faa	0	1	0	0	0	0	
Al_scaffold_0002_794.faa	0	1	0	0	0	0	
Al_scaffold_0002_804.faa	0	1	0	0	0	0	
Al_scaffold_0002_845.faa	0	1	0	0	0	0	
Al_scaffold_0002_847.faa	0	1	0	0	0	0	
Al_scaffold_0002_852.faa	0	1	0	0	0	0	
Al_scaffold_0002_856.faa	0	1	0	0	0	0	
Al_scaffold_0002_862.faa	0	1	0	0	0	0	
Al_scaffold_0002_866.faa	0	1	0	0	0	0	
Al_scaffold_0002_896.faa	0	1	0	0	0	0	
Al_scaffold_0002_899.faa	0	1	0	0	0	0	
Al_scaffold_0002_901.faa	0	1	0	0	0	0	
Al_scaffold_0002_906.faa	0	1	0	0	0	0	
Al_scaffold_0002_914.faa	0	1	0	0	0	0	
Al_scaffold_0002_964.faa	0	1	0	0	0	0	
Al_scaffold_0002_998.faa	0	1	0	0	0	0	
Al_scaffold_0003_1.faa	0	1	0	0	0	0	
Al_scaffold_0003_1006.faa	0	1	0	0	0	0	
Al_scaffold_0003_1088.faa	0	1	0	0	0	0	
Al_scaffold_0003_1144.faa	0	1	0	0	0	0	
Al_scaffold_0003_1272.faa	0	1	0	0	0	0	
Al_scaffold_0003_132.faa	0	1	0	0	0	0	
Al_scaffold_0003_1393.faa	0	1	0	0	0	0	
Al_scaffold_0003_1406.faa	0	1	0	0	0	0	
Al_scaffold_0003_1421.faa	0	1	0	0	0	0	
Al_scaffold_0003_1520.faa	0	1	0	0	0	0	
Al_scaffold_0003_1548.faa	0	1	0	0	0	0	
Al_scaffold_0003_1645.faa	0	1	0	0	0	0	
Al_scaffold_0003_1678.faa	0	1	0	0	0	0	
Al_scaffold_0003_1725.faa	0	1	0	0	0	0	
Al_scaffold_0003_1738.faa	0	1	0	0	0	0	
Al_scaffold_0003_1748.faa	0	1	0	0	0	0	
Al_scaffold_0003_1805.faa	0	1	0	0	0	0	
Al_scaffold_0003_1899.faa	0	1	0	0	0	0	
Al_scaffold_0003_1954.faa	0	1	0	0	0	0	
Al_scaffold_0003_2080.faa	0	1	0	0	0	0	
Al_scaffold_0003_2096.faa	0	1	0	0	0	0	
Al_scaffold_0003_2119.faa	0	1	0	0	0	0	
Al_scaffold_0003_2135.faa	0	1	0	0	0	0	
Al_scaffold_0003_2192.faa	0	1	0	0	0	0	
Al_scaffold_0003_2198.faa	0	1	0	0	0	0	
Al_scaffold_0003_2238.faa	0	1	0	0	0	0	
Al_scaffold_0003_2250.faa	0	1	0	0	0	0	
Al_scaffold_0003_226.faa	0	1	0	0	0	0	
Al_scaffold_0003_2269.faa	0	1	0	0	0	0	
Al_scaffold_0003_2349.faa	0	1	0	0	0	0	
Al_scaffold_0003_2362.faa	0	1	0	0	0	0	
Al_scaffold_0003_2365.faa	0	1	0	0	0	0	
Al_scaffold_0003_2371.faa	0	1	0	0	0	0	
Al_scaffold_0003_2394.faa	0	1	0	0	0	0	
Al_scaffold_0003_2425.faa	0	1	0	0	0	0	
Al_scaffold_0003_246.faa	0	1	0	0	0	0	
Al_scaffold_0003_2460.faa	0	1	0	0	0	0	
Al_scaffold_0003_2480.faa	0	1	0	0	0	0	
Al_scaffold_0003_2483.faa	0	1	0	0	0	0	
Al_scaffold_0003_2525.faa	0	1	0	0	0	0	
Al_scaffold_0003_2540.faa	0	1	0	0	0	0	
Al_scaffold_0003_2546.faa	0	1	0	0	0	0	
Al_scaffold_0003_2550.faa	0	1	0	0	0	0	
Al_scaffold_0003_2557.faa	0	1	0	0	0	0	
Al_scaffold_0003_2581.faa	0	1	0	0	0	0	
Al_scaffold_0003_2582.faa	0	1	0	0	0	0	
Al_scaffold_0003_2583.faa	0	1	0	0	0	0	
Al_scaffold_0003_2590.faa	0	1	0	0	0	0	
Al_scaffold_0003_2643.faa	0	1	0	0	0	0	
Al_scaffold_0003_2644.faa	0	1	0	0	0	0	
Al_scaffold_0003_2646.faa	0	1	0	0	0	0	
Al_scaffold_0003_2647.faa	0	1	0	0	0	0	
Al_scaffold_0003_2649.faa	0	1	0	0	0	0	
Al_scaffold_0003_2654.faa	0	1	0	0	0	0	
Al_scaffold_0003_2658.faa	0	1	0	0	0	0	
Al_scaffold_0003_2660.faa	0	1	0	0	0	0	
Al_scaffold_0003_2677.faa	0	1	0	0	0	0	
Al_scaffold_0003_2689.faa	0	1	0	0	0	0	
Al_scaffold_0003_27.faa	0	1	0	0	0	0	
Al_scaffold_0003_2700.faa	0	1	0	0	0	0	
Al_scaffold_0003_2728.faa	0	1	0	0	0	0	
Al_scaffold_0003_2729.faa	0	1	0	0	0	0	
Al_scaffold_0003_2745.faa	0	1	0	0	0	0	
Al_scaffold_0003_2769.faa	0	1	0	0	0	0	
Al_scaffold_0003_2781.faa	0	1	0	0	0	0	
Al_scaffold_0003_2792.faa	0	1	0	0	0	0	
Al_scaffold_0003_2801.faa	0	1	0	0	0	0	
Al_scaffold_0003_2805.faa	0	1	0	0	0	0	
Al_scaffold_0003_2808.faa	0	1	0	0	0	0	
Al_scaffold_0003_2841.faa	0	1	0	0	0	0	
Al_scaffold_0003_2844.faa	0	1	0	0	0	0	
Al_scaffold_0003_2850.faa	0	1	0	0	0	0	
Al_scaffold_0003_2852.faa	0	1	0	0	0	0	
Al_scaffold_0003_2861.faa	0	1	0	0	0	0	
Al_scaffold_0003_2864.faa	0	1	0	0	0	0	
Al_scaffold_0003_2871.faa	0	1	0	0	0	0	
Al_scaffold_0003_2883.faa	0	1	0	0	0	0	
Al_scaffold_0003_2909.faa	0	1	0	0	0	0	
Al_scaffold_0003_2914.faa	0	1	0	0	0	0	
Al_scaffold_0003_2923.faa	0	1	0	0	0	0	
Al_scaffold_0003_2933.faa	0	1	0	0	0	0	
Al_scaffold_0003_2935.faa	0	1	0	0	0	0	
Al_scaffold_0003_2937.faa	0	1	0	0	0	0	
Al_scaffold_0003_295.faa	0	1	0	0	0	0	
Al_scaffold_0003_2950.faa	0	1	0	0	0	0	
Al_scaffold_0003_2974.faa	0	1	0	0	0	0	
Al_scaffold_0003_298.faa	0	1	0	0	0	0	
Al_scaffold_0003_3031.faa	0	1	0	0	0	0	
Al_scaffold_0003_3035.faa	0	1	0	0	0	0	
Al_scaffold_0003_3038.faa	0	1	0	0	0	0	
Al_scaffold_0003_3040.faa	0	1	0	0	0	0	
Al_scaffold_0003_3042.faa	0	1	0	0	0	0	
Al_scaffold_0003_3048.faa	0	1	0	0	0	0	
Al_scaffold_0003_3061.faa	0	1	0	0	0	0	
Al_scaffold_0003_3098.faa	0	1	0	0	0	0	
Al_scaffold_0003_3103.faa	0	1	0	0	0	0	
Al_scaffold_0003_3117.faa	0	1	0	0	0	0	
Al_scaffold_0003_3141.faa	0	1	0	0	0	0	
Al_scaffold_0003_3143.faa	0	1	0	0	0	0	
Al_scaffold_0003_3144.faa	0	1	0	0	0	0	
Al_scaffold_0003_3145.faa	0	1	0	0	0	0	
Al_scaffold_0003_3152.faa	0	1	0	0	0	0	
Al_scaffold_0003_3166.faa	0	1	0	0	0	0	
Al_scaffold_0003_3169.faa	0	1	0	0	0	0	
Al_scaffold_0003_3174.faa	0	1	0	0	0	0	
Al_scaffold_0003_3182.faa	0	1	0	0	0	0	
Al_scaffold_0003_3202.faa	0	1	0	0	0	0	
Al_scaffold_0003_3204.faa	0	1	0	0	0	0	
Al_scaffold_0003_3216.faa	0	1	0	0	0	0	
Al_scaffold_0003_3220.faa	0	1	0	0	0	0	
Al_scaffold_0003_3222.faa	0	1	0	0	0	0	
Al_scaffold_0003_3229.faa	0	1	0	0	0	0	
Al_scaffold_0003_3244.faa	0	1	0	0	0	0	
Al_scaffold_0003_3247.faa	0	1	0	0	0	0	
Al_scaffold_0003_3254.faa	0	1	0	0	0	0	
Al_scaffold_0003_3257.faa	0	1	0	0	0	0	
Al_scaffold_0003_3258.faa	0	1	0	0	0	0	
